id	text	author	date
"285566000097804288"	"RT @FLT_666: My favorite Stones song "Gimme Shelter" w/Vietnam footage. @MelindaCoxHall @Merreee1  http://t.co/PoU39Yvm"	"Merreee1"	"2012-12-31 02:00:14"
"285565977243025409"	"army dads are the worst he reminds me of my dad alway talkin bout all the shit they did in vietnam the beready for anything"	"slickydondotta"	"2012-12-31 02:00:09"
"285565894518771715"	"RT @denisevasi: Good Morning, Vietnam!!!!"	"nbmike"	"2012-12-31 01:59:49"
"285565426669330432"	"RT @Juarawee: After today, #Vietnam's deputy foreign minister Le Luong Minh to take #ASEAN Sec-Gen post after Thailand's Surin Pitsuwan for next 5yrs"	"gayathry"	"2012-12-31 01:57:57"
"285565409422368769"	"quite excited for 2013! Vietnam, Gold Coast, Sydney, Starting Uni !! #newyear"	"nnhivo"	"2012-12-31 01:57:53"
"285565283928776704"	"RT @ihisloan: Notice Liberals "claim" to have the Militarys "6"(back) are the same ones who spit in their faces getting off the plane from Vietnam."	"NOtterby"	"2012-12-31 01:57:23"
"285565151304884225"	"RT @stevenc0chrane: The Vietnam or the USA special of Top Gear has to be the best thing on TV."	"clarke___"	"2012-12-31 01:56:52"
"285565056534585345"	"㊗ @ Vietnam http://t.co/RweuPjY2"	"naaancynguyen"	"2012-12-31 01:56:29"
"285564979581706241"	"I need a unique hobby. Options include knitting, refurbishing furniture and being a Vietnam war history buff. Any/all suggestions welcome"	"ridgeback7"	"2012-12-31 01:56:11"
"285564950817173505"	"People are going crazy on this long flight. This ain't shit compared to that trip to Vietnam I took in 2008"	"monsterkvo"	"2012-12-31 01:56:04"
"285564923910692864"	"#MyWishIn2013 Sushow in VietNam \m/"	"13elieve7ove"	"2012-12-31 01:55:58"
"285564870160699392"	"#MyWishIn2013 simple plan come to vietnam again"	"nguyenSullivan"	"2012-12-31 01:55:45"
"285564858668290048"	"RT @FLT_666: My favorite Stones song "Gimme Shelter" w/Vietnam footage. @MelindaCoxHall @Merreee1  http://t.co/PoU39Yvm"	"melindacoxhall"	"2012-12-31 01:55:42"
"285564851051446272"	"VNM Vietnam War medals stolen: Five Vietnam War medals have been stolen from a home in Brisbane&amp;#039;s south.  A... http://t.co/jEKRJR1F"	"theasiazone"	"2012-12-31 01:55:40"
"285564850153852929"	"Vietnam War medals stolen: Five Vietnam War medals have been stolen from a home in Brisbane&amp;#039;s south.  An un... http://t.co/bhLTmEie"	"ovietnam"	"2012-12-31 01:55:40"
"285564797871857666"	"Yeah Syd mine is world war 2 or the Vietnam"	"nightnicole"	"2012-12-31 01:55:28"
"285564770726322176"	"Last day of 2012! Also, last day in Vietnam! Glad to be going home soon."	"HiThereHalley"	"2012-12-31 01:55:21"
"285564653881397248"	"RT @SaigonBlogs: [TuoiTreNews.vn] Substandard bike helmets posing serious risks http://t.co/Khnx0pVX @tuoitrenewsvn #saigon, #vietnam"	"walterm"	"2012-12-31 01:54:53"
"285564489083011072"	"tell me this girl on the left ain't the vietnamese #honeybooboo #vietnam http://t.co/JedDGUOh"	"YEAHmanh"	"2012-12-31 01:54:14"
"285564487401078784"	"#BestMemoriesof2012 Singapore with fam, Vietnam-Cambodia with IGS team"	"iamNadineC"	"2012-12-31 01:54:13"
"285564480551780353"	"Tibet has its own sovereignty! http://t.co/nLvR1W9D #Singapore #Vietnam #Peru #Brazil #Chilie #Mexico #Australia"	"Alert_from_Asia"	"2012-12-31 01:54:12"
"285564213764714498"	"RT @driftingkiwi: New: Snails, seafood and soup in Saigon http://t.co/Qdq2s9Vj #food #vietnam"	"OneGiantStep"	"2012-12-31 01:53:08"
"285564124887400449"	"Country music as they call it is not country music It's southern rock Classic rock is Vietnam era music Rick and roll us 50'z Viza vsa"	"Uknowndevildawg"	"2012-12-31 01:52:47"
"285563876832059392"	"years ago this country went down a rabbit hole in Vietnam and millions die"	"AzizMario"	"2012-12-31 01:51:48"
"285563690588176384"	"My favorite Stones song "Gimme Shelter" w/Vietnam footage. @MelindaCoxHall @Merreee1  http://t.co/PoU39Yvm"	"FLT_666"	"2012-12-31 01:51:04"
"285563534446841858"	"@Mark_UKIP @2cvdolly1 my step mum had the same problem a few years ago in Vietnam. It seems they think blonde is lucky!"	"Artmous"	"2012-12-31 01:50:26"
"285563463080755200"	"About Travelling: : French restaurant in Saigon Vietnam http://t.co/6VxwzXze"	"cashcoming"	"2012-12-31 01:50:09"
"285563347947118594"	"Vietnam Investment &amp; Management is out! http://t.co/kJ2u7R04"	"vietnam_wealth"	"2012-12-31 01:49:42"
"285563268351791104"	"@quynhkawaii29  :x  #friend #hangout #girl #smile #happy #vietnam #instagram #instapic http://t.co/HHTEnKDm"	"LisaTian23"	"2012-12-31 01:49:23"
"285563262861451264"	"RT @RWwatchMA: MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"Inqkriordan"	"2012-12-31 01:49:22"
"285563256658071552"	"@stagnantyouths I don't have sky :( but I want to go to a full moon party and visit Thailand and Vietnam"	"AdelePollo"	"2012-12-31 01:49:20"
"285563222084435968"	"Goodnight vietnam ...."	"Berkolo"	"2012-12-31 01:49:12"
"285562980182155265"	"#weather #sky #instaweather #instaweatherpro #outdoors #nature #hanoi #vietnam #vietnam #day #win @ Highway4 http://t.co/UYk0HrcL"	"THT_STiTLe"	"2012-12-31 01:48:14"
"285562925563908097"	"NixonCambodia: The action I have announced tonight puts the leaders of North Vietnam on notice that we will be patient in working for ..."	"ReadByTweet_NC"	"2012-12-31 01:48:01"
"285562874896736256"	"RT @DiaFramps: My first bowl of pho in Vietnam. The people here are very sweet. :) http://t.co/qNC3n8Br"	"whereverloveis"	"2012-12-31 01:47:49"
"285562870450757632"	"@legac dat niggah sam he woz in vietnam, he came back had a couple of kids, bought a pram,"	"JackiHoeNassis"	"2012-12-31 01:47:48"
"285562864687804416"	"RT @RWwatchMA: MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"Titleixbaby"	"2012-12-31 01:47:47"
"285562848128679936"	"RT @RWwatchMA: MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"gotdem"	"2012-12-31 01:47:43"
"285562735243182080"	"RT @RWwatchMA: MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"CandySez"	"2012-12-31 01:47:16"
"285562734165241857"	"“@MsTinaQuyen: @cxtttbaby have fun! Wish I was back there! Love it!! #VietNam #Motherland” thanks Tina 😘"	"cxtttbaby"	"2012-12-31 01:47:15"
"285562644176453633"	"RT @RWwatchMA: MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"Merlyn43"	"2012-12-31 01:46:54"
"285562583245803521"	"MT @Marnus3: I wonder why Wayne LaPierre never exercised his right to bear arms in Vietnam? #NRA #p2 #mapoli"	"RWwatchMA"	"2012-12-31 01:46:39"
"285562386608443393"	"Omg  just had a vietnam flashback"	"CeirraMist"	"2012-12-31 01:45:53"
"285562265036546048"	"RT @ottsworld: Loved participating in @OneGiantStep 's Traveler's Christmas posts -&gt;What it's like to experience Christmas in #Vietnam http://t.co/sZCYRQBF"	"OneGiantStep"	"2012-12-31 01:45:24"
"285562150691414016"	"RT @sagiri91: 【 Barbaric act of the Korean military during the #Vietnam War 】: http://t.co/Dl0l0ts2"	"chikyuelegie"	"2012-12-31 01:44:56"
"285562138179801088"	"Notice Liberals "claim" to have the Militarys "6"(back) are the same ones who spit in their faces getting off the plane from Vietnam."	"ihisloan"	"2012-12-31 01:44:53"
"285562107813036032"	"RT @magikarp424: @occuchat an often violent suppression program conducted by FBI against civil rights mvmt., anti-Vietnam mvmt., and others"	"occuchat"	"2012-12-31 01:44:46"
"285562048522383360"	"@cxtttbaby have fun! Wish I was back there! Love it!! #VietNam #Motherland"	"MsTinaQuyen"	"2012-12-31 01:44:32"
"285561964875374592"	"RT @nativepedia: Native Oklahoman,Vietnam veteran,sculptor, musician, author, activist: Happy Birthday to Mr.Studi! http://t.co/4qF8RWsz http://t.co/pIsEPfJF"	"quechanwomen"	"2012-12-31 01:44:12"
"285561893832249344"	"@BoAkwon I want to be a korea Singer!! I want to be you!! But i sing not well!You think I'm Crazy? Is That Right? Help me! What I Should Do?"	"TOMBOY_VIETNAM"	"2012-12-31 01:43:55"
"285561823275659264"	"@Kevin_Hanrahan2 I'm in L.A. after all. My boss is the Asst Chief. He's a Vietnam Vet, previous handler, gets it &amp; has contacts here."	"LACoronerK9"	"2012-12-31 01:43:38"
"285561813616193536"	"@FancyPantsDanny want anything from Vietnam?"	"tinavyy"	"2012-12-31 01:43:36"
"285561807899344897"	"RT @JollofinDetroit: "Sorry, I know our land mines from the Vietnam war is still killing hundreds of ppl n preventing work but we can't do anything about that""	"Indyradmama"	"2012-12-31 01:43:35"
"285561791294083072"	"RT @totalfratmove: Talking about hell week like it was Vietnam. #TFM"	"MallardJordan"	"2012-12-31 01:43:31"
"285561726341087233"	"#BestMemories2012 Sec 3 camp, Vietnam service learning. &lt;3 (:"	"NgPohHian97"	"2012-12-31 01:43:15"
"285561666584866816"	"New: Snails, seafood and soup in Saigon http://t.co/Qdq2s9Vj #food #vietnam"	"driftingkiwi"	"2012-12-31 01:43:01"
"285561599870263296"	"@vickymoffatt Because Thailand is fucking beautiful. Vietnam in close second, since America did some redecorating anyway."	"soperify"	"2012-12-31 01:42:45"
"285561483092430848"	"No dia 29 de novembro, miss A participa do K-POP Festival in Vietnam com as músicas "I don't need a man", "Goodbye... http://t.co/RfuFfvPH"	"sayAbr"	"2012-12-31 01:42:17"
"285561409218158593"	"#weather #sky #instaweather #instaweatherpro #outdoors #nature #hanoi #vietnam #vietnam #day #winter #mornin http://t.co/fxBu8Ci7"	"NhiNguyen99"	"2012-12-31 01:42:00"
"285561398342340609"	"26 August 2012. Hongkong. His last concert in Asia and i flew from Vietnam just to catch him before he went America. http://t.co/E1FsvERE"	"lindalukita"	"2012-12-31 01:41:58"
"285561181471666176"	""Sorry, I know our land mines from the Vietnam war is still killing hundreds of ppl n preventing work but we can't do anything about that""	"JollofinDetroit"	"2012-12-31 01:41:05"
"285561168494489600"	"RT @totalfratmove: Talking about hell week like it was Vietnam. #TFM"	"OnlyOneZuellig"	"2012-12-31 01:41:02"
"285561130435371010"	"A Vietnam veteran driving a Japanese car. That's good stuff. #sarcasm"	"HollyWalcutt56"	"2012-12-31 01:40:53"
"285560969575411712"	"@MorganPlumbar @ariellegrider #Vietnam #special"	"_lagrange15"	"2012-12-31 01:40:15"
"285560938181050369"	"#MyWishIn2013 To be with my fiance in Vietnam! ✈☺✞♥"	"mainecel"	"2012-12-31 01:40:07"
"285560914848124929"	"http://t.co/Hcs5MWKI Vietnam War medals stolen: Five Vietnam War medals have been stolen from a home in Brisbane'... http://t.co/42LhGbVb"	"VietnamVIP"	"2012-12-31 01:40:02"
"285560900210028545"	"RT @firstworldpics: Ha Long Bay, Vietnam -- Beautiful limestone formations jetting out of the green water http://t.co/DwZSiHv6"	"Bella_Anesia"	"2012-12-31 01:39:58"
"285560619564953600"	"@seanxumsted @xahoymitchx you should've seen what they were treated like in the Vietnam era. Spit on and beat up."	"xlifeofagony"	"2012-12-31 01:38:51"
"285560539160137730"	"GON ALL IRONCHEF VIETNAM IN THUS BITCH ... indeem of the gym"	"baoyeezy"	"2012-12-31 01:38:32"
"285560448940666880"	"@occuchat an often violent suppression program conducted by FBI against civil rights mvmt., anti-Vietnam mvmt., and others"	"magikarp424"	"2012-12-31 01:38:11"
"285560361720102914"	"It's been raining like crazy in Vietnam.. #givemesun @hannahehouse http://t.co/8II8Rmdo"	"hunterwhouse"	"2012-12-31 01:37:50"
"285560272888938496"	"RT @BlackJokes2: Do you know why so many blacks were killed in Vietnam?  Because every time the seargeant said: "Get down!" they stood up and started dancing"	"tuggyin4life"	"2012-12-31 01:37:29"
"285559823918039040"	"Phu Quoc, Vietnam: the do nothing is express - Vietnam Commute Explicator: .lFD"	"ikgoshado"	"2012-12-31 01:35:42"
"285559712085331968"	"Socialism and the path to Socialism-Vietnam’s Perspective http://t.co/KQwEFBEY #FF @PolAffairs"	"UnifiedLeftNews"	"2012-12-31 01:35:15"
"285559701020758016"	"Unmanned Anti-Submarine Helicopter http://t.co/5m6eCoxN PHOTOS, aircraft, Vietnam"	"OKOldKinderhook"	"2012-12-31 01:35:12"
"285559694771236864"	"RT @siwon407: @MrShiWon miss you vietnam!"	"sungmin_no1"	"2012-12-31 01:35:11"
"285559509471072256"	"Vietnam latest news - Thanh Nien Daily | Twitter saps productivity, Facebook makes you fat http://t.co/RgXFQkEm via @sharethis"	"chewelahboy"	"2012-12-31 01:34:27"
"285559479792181249"	"@BakeNShakespear Goodmorning, Vietnam!"	"ian_monahan"	"2012-12-31 01:34:20"
"285559463342133248"	"@PowlerBare But Dad, I don't know anything about the Vietnam war, I just have strong negative opinions about it."	"JasonGraeme"	"2012-12-31 01:34:16"
"285559315069296640"	"RT @ASEAN_NEWSROOM: #Vietnam's Le Luong Minh has taken the SG torch from Surin since previous ASEAN Summit in Phnom Penh. His 5 yr term starts tmr, Jan 1."	"DanielSSchearf"	"2012-12-31 01:33:40"
"285559232676364289"	"40 yrs ago while Americans prayed for peace on earth, B-52s dropped 15,237 tons of bombs on #Vietnam http://t.co/ONGuxlz3"	"charlesfrith"	"2012-12-31 01:33:21"
"285559226988912641"	"Jedi Mind Tricks- Uncommon Valor (A Vietnam Story) http://t.co/7m6wBXoq"	"LaBoyStudios"	"2012-12-31 01:33:19"
"285559215672672256"	"I liked a @YouTube video http://t.co/bdLCFwrQ Jedi Mind Tricks- Uncommon Valor (A Vietnam Story)"	"LaBoyStudios"	"2012-12-31 01:33:17"
"285559183552675842"	"RT @Juarawee: After today, #Vietnam's deputy foreign minister Le Luong Minh to take #ASEAN Sec-Gen post after Thailand's Surin Pitsuwan for next 5yrs"	"Aim_NT"	"2012-12-31 01:33:09"
"285559173989662720"	"@MustangVB10 Well, actually... http://t.co/ilhH3hOQ"	"DristonTavis"	"2012-12-31 01:33:07"
"285559052740726784"	"@ndnstyl Proud to be following an activist like you! My parents originally from Detroit. We moved to Canada during Vietnam war."	"marygkosta"	"2012-12-31 01:32:38"
"285559036324220928"	"Let's hope $16m investment frm BKAV in d construction of an IT complex will boost #vietnam Internet security in 10 years time"	"Justonlyou"	"2012-12-31 01:32:34"
"285559006678892544"	"@aldo_cokro wkwkwk.. Gpp doo.. Ntar lah gw crtakan di whatsapp.. Ahaaahaha.. Ud smppe vietnam? Wkkwkw"	"Prisca_cowyy"	"2012-12-31 01:32:27"
"285558986625908736"	"Peter tannock was shot dead in vietnam"	"miloooo_"	"2012-12-31 01:32:22"
"285558926995488768"	"a-team - season 02 (6 Dvd) Italian Import: Four Vietnam vets, framed for a crime they didn't commit, help the in... http://t.co/HsAhnmZd"	"Izolaxlm"	"2012-12-31 01:32:08"
"285558906883805184"	"It was very strong here. BTW, the Vietnam-era Radio First Termer tape has been circulating through the SW pirate scene for at least 3..."	"HFUnderpants"	"2012-12-31 01:32:03"
"285558707872473090"	"The Vietnam or the USA special of Top Gear has to be the best thing on TV."	"stevenc0chrane"	"2012-12-31 01:31:16"
"285558486287384576"	"RT @ASEAN_NEWSROOM: #Vietnam's Le Luong Minh has taken the SG torch from Surin since previous ASEAN Summit in Phnom Penh. His 5 yr term starts tmr, Jan 1."	"GSteerP"	"2012-12-31 01:30:23"
"285558437314707457"	"@GovPearce Dems attacking #Romney's patriotism for not serving in Vietnam. (2/2)"	"Tanvir10"	"2012-12-31 01:30:11"
"285558421871271936"	"RT @SunValleyMarine: 12-30-12 Vietnam shipment landing tonight....clams, ultra zoas, ultra Rhodactis, and orange Indo ricordea!"	"blickexglpx5"	"2012-12-31 01:30:07"
"285558388312637440"	"What's up with girls obsession with Europe? None of you say "OMG I WANT TO GO TO TAIWAN" or Vietnam, or NEW ZEALAND! like seriously girls."	"ZakisdaMAN"	"2012-12-31 01:29:59"
"285558311879835648"	"#BestMemories2012 The day I got SJ's 6th album, the start of school holidays, trip to Vietnam."	"TasneemLuq"	"2012-12-31 01:29:41"
"285558081524490240"	"Price Drop: VietNam Star Social  (Entertainment) http://t.co/qMSn7Dwn"	"iphonepricedrop"	"2012-12-31 01:28:46"
"285558065087012864"	"A little taste of Vietnam... #foodporn #vermicelli #homemade #springroll #nomnomnom http://t.co/pBhTumfC"	"Liquid_Azn"	"2012-12-31 01:28:42"
"285558039724056576"	"[iOS iPhone]-&gt;Price Drop: $19.99-&gt;FREE! (save $19.99): VietNam Star Social -&gt; http://t.co/jMN9xj35 (posted 16 m... http://t.co/jMN9xj35"	"AppJmp"	"2012-12-31 01:28:36"
"285558029779349504"	"RT @Moph542: DEC 30 1968 - 44 years ago today US paratrooper Stephen O'Meara White KIA by enemy mortar in S. Vietnam.  http://t.co/3sUlkF5I"	"CampLejeune1959"	"2012-12-31 01:28:34"
"285558000301768704"	"RT @ASEAN_NEWSROOM: #Vietnam's Le Luong Minh has taken the SG torch from Surin since previous ASEAN Summit in Phnom Penh. His 5 yr term starts tmr, Jan 1."	"prartana"	"2012-12-31 01:28:27"
"285557790137790464"	"Good Morning...#vietnam #saigon http://t.co/QWsHSP8M"	"kemomarriott"	"2012-12-31 01:27:37"
"285557730603847682"	"@PhillipLa1 lol still that's sick! My first and only time I went to Vietnam was like Jr kindergarten so..and I don't wanna go back XD"	"NormanHa12"	"2012-12-31 01:27:23"
"285557717068836865"	"#Vietnam's Le Luong Minh has taken the SG torch from Surin since previous ASEAN Summit in Phnom Penh. His 5 yr term starts tmr, Jan 1."	"ASEAN_NEWSROOM"	"2012-12-31 01:27:19"
"285557659741065216"	"Set of photographs taken from the roadside in Phu Quoc, Vietnam. http://t.co/vVTcUZXw"	"Ollie_Jenkins"	"2012-12-31 01:27:06"
"285557591952719873"	"In #Vietnam anche le lanterne di seta hanno lampadine a basso consumo.  #greenenergy #world"	"Chiaruttini"	"2012-12-31 01:26:49"
"285557484918292482"	"RT @Moph542: DEC 30 1968 - 44 years ago today US paratrooper Stephen O'Meara White KIA by enemy mortar in S. Vietnam.  http://t.co/3sUlkF5I"	"ariendeau"	"2012-12-31 01:26:24"
"285557255984775169"	"I'm too excited for summer 2013. Family reunion in jamaica and uni trip to vietnam. Bring it on!"	"Maarvie"	"2012-12-31 01:25:29"
"285557160715366400"	"@ChrisGNguyen You are dearly welcome, Chris. Of course, I really enjoy your poems about Vietnam, where my mother was born."	"1983814"	"2012-12-31 01:25:07"
"285557154637836288"	"The baby boomer generation's efforts at creating social justice dramatically transformed history — from the Vietnam... http://t.co/QOM84Xpr"	"TNDemocratsVote"	"2012-12-31 01:25:05"
"285557137709613058"	"The baby boomer generation's efforts at creating social justice dramatically transformed history — from the Vietnam... http://t.co/7vJl5NAO"	"PolitiMind"	"2012-12-31 01:25:01"
"285557038187159552"	"RT @mpkotabelud: RT @Amrrfazz: @mpkotabelud thailand,Vietnam produce oil,indonesia once an OPEC member&amp;still d largest LNG ... http://t.co/x6U2FTyy"	"patseers"	"2012-12-31 01:24:37"
"285556995333955585"	"My sister headed to Vietnam with Habitat. Gina Brown's Personal Page for 2013 Global Village Trip http://t.co/xFizeQnS via @sharethis"	"SenatorLisa"	"2012-12-31 01:24:27"
"285556933434425344"	"Most diverse night out ever. @daaaruuvvv @LeeHundley @scdo222 #Russia #Merica #Vietnam #India"	"afunnyrussian"	"2012-12-31 01:24:12"
"285556853402923008"	"Excommunicate the Vatican: Armidale priest charged with offences against girls #auspol #Christian #Vietnam #India http://t.co/dGnao3y6"	"fransen_pangest"	"2012-12-31 01:23:53"
"285556841063251968"	"DEC 30 1968 - 44 years ago today US paratrooper Stephen O'Meara White KIA by enemy mortar in S. Vietnam.  http://t.co/3sUlkF5I"	"Moph542"	"2012-12-31 01:23:50"
"285556824780992512"	"Vietnam memorial. #vietnammemorial #DC #names #tallwall #imwhite #flash http://t.co/Ofy3BGU0"	"valbiancaxo"	"2012-12-31 01:23:47"
"285556733374513152"	"Stumbled across a NYE circus performance in Hanoi, whilst looking for the Vietnam Airlines office #serendipity - love it :)"	"LubnaBloggs"	"2012-12-31 01:23:25"
"285556706497413120"	"#17 Vietnam, Cali, Colorado, Iowa"	"protest1237"	"2012-12-31 01:23:18"
"285556528113651713"	"#MyChristmaswishis to go to Vietnam and see family members I haven't seen in a while (: #Macbarbie07giveaway"	"LisaNHT"	"2012-12-31 01:22:36"
"285556414766804992"	"@wesinjapan "If John Kerry loses, it will be the parade we never had."  - Vietnam veteran in 2004."	"markhumphrys"	"2012-12-31 01:22:09"
"285556398400610305"	"RT @Cory_Bamer00: Everytime me and @MandaHolston have sex my back looks like I just stepped out of a Vietnam POW camp!!!"	"MandaHolston"	"2012-12-31 01:22:05"
"285556366414856194"	"#India naval ship to visit #Vietnam. Promoting #ASEAN ties, but will irritate #China. http://t.co/JCnolTRD"	"sratnasabapathy"	"2012-12-31 01:21:57"
"285556340921872384"	"Everytime me and @MandaHolston have sex my back looks like I just stepped out of a Vietnam POW camp!!!"	"Cory_Bamer00"	"2012-12-31 01:21:51"
"285556296340615169"	"Y'all don't have any fucking clue. When i was in Vietnam I was bench pressing tanks while getting sucked off by the nurses."	"D33ZNUTZ_420"	"2012-12-31 01:21:41"
"285556271321579520"	"@ginkgotshirts hi :) do you guys ship worldwide, or only in Vietnam?"	"nantodwyer"	"2012-12-31 01:21:35"
"285556271317405696"	"Just got off the phone with my dad &amp; I'm glad he made a safe flight to Vietnam."	"v1dAphan12"	"2012-12-31 01:21:35"
"285556209560453120"	"Enjoy :-) RT @denisevasi: Good Morning, Vietnam!!!!"	"MrG8000"	"2012-12-31 01:21:20"
"285556124676157441"	"Red Boat Fish Sauce now featured on Fab. http://t.co/2XZ3BP4w via @Fab #Vietnam #foodie #gourmet"	"elkhorninn"	"2012-12-31 01:21:00"
"285556046569799680"	"RT @MJoBoo: #BestMemories2012 going to vietnam and cambodia"	"paigeyyg123"	"2012-12-31 01:20:41"
"285556038613221376"	"Jill Robinson's message - Stop the eviction of Animals Asia's Vietnam be...: http://t.co/D62g0RCB via @youtube"	"FioreSanRemo"	"2012-12-31 01:20:39"
"285556024507781121"	"Vietnam in the Spring http://t.co/jahHkzq0"	"figgirl"	"2012-12-31 01:20:36"
"285555922024148992"	"VietNam Star Social  (Entertainment) VietNam Star Social 1.0.0  Device: iOS iPhone  Category: Entertainment  Price: $1 http://t.co/jMo5eYpJ"	"FreeGuru"	"2012-12-31 01:20:11"
"285555717820264449"	"RT @chuckcomeau: Playing tons of new countries like India, Vietnam, Portugal, Peru, Columbia, Equator, Guatemala, Sick tours in Canada, Australia and Europe"	"Arito16Pam"	"2012-12-31 01:19:23"
"285555646588399616"	"Excommunicate the Vatican: Armidale priest charged with offences against girls #auspol #Christian #Vietnam #India http://t.co/x5viYyVE"	"AntNom"	"2012-12-31 01:19:06"
"285555518930563073"	"UN to consolidate Vietnam staff under new eco-friendly headquarters http://t.co/jy6a29Qr"	"CleanBizAsia"	"2012-12-31 01:18:35"
"285555463427330048"	"vietnam people really stupid! wkwk Indonesia in exchange for money during the same money vietnam"	"_kh4k1m"	"2012-12-31 01:18:22"
"285555412604944385"	"To all Military and Families, thank you.Most powerful song I ever heard - Montgomery Gentry - Did'nt I Vietnam version  http://t.co/qV0LMiHM"	"royalbeautysecr"	"2012-12-31 01:18:10"
"285555390614216704"	"Good morning love #vietnam #hochiminh #famlove #homealone http://t.co/80UDBjSq"	"AdiSurantha"	"2012-12-31 01:18:05"
"285555215174889472"	"@Poet_Carl_Watts @YsoMuchHate Monsanto gave 80 million dollars to Vietnam victims for birth defects!They are poisoning our food!!"	"jenbradleylopez"	"2012-12-31 01:17:23"
"285555081745661952"	"RT @denisevasi Good Morning, Vietnam!!!! &lt; STUNNING #PiscesWoman"	"SHARKANDTHECITY"	"2012-12-31 01:16:51"
"285555070010023936"	"@Jandi_Baro Vietnam ? We're so far eonn u.u"	"devie_wullan"	"2012-12-31 01:16:48"
"285554828745256960"	"RT @MGSMagic: Delighted to hear #MGS Head of History @smitne is currently on course to be #Amazon Xmas No 1 for books on Vietnam War! #MGSStaff"	"bossardykzrqh1"	"2012-12-31 01:15:51"
"285554762970189824"	"&gt;goes to Vietnam &gt;finds future husband &gt;lives there forever"	"terrietama"	"2012-12-31 01:15:35"
"285554641205354496"	"A water-borne market place in Vietnam http://t.co/tHjpy88P"	"americanthink"	"2012-12-31 01:15:06"
"285554640697839616"	"RT @denisevasi: Good Morning, Vietnam!!!!"	"susannah32"	"2012-12-31 01:15:06"
"285554576889880576"	"Good morning Vietnam! HCMC has a lovely weather today! By the way, which name do you prefer - Saigon or HCMC?"	"samuelfaith"	"2012-12-31 01:14:51"
"285554446526734336"	"Good Morning, Vietnam!!!!"	"denisevasi"	"2012-12-31 01:14:20"
"285554400552960001"	"this time last year i was at vietnam chilling with mosquitos, lizards and cockroaches."	"s2jennieevu"	"2012-12-31 01:14:09"
"285554388821479424"	"Maybe he'll appeal to the peaceful side of muslims. Oh yea..They dont have one RT @binggreen: @runnin6mpg  he hid in the trees in Vietnam"	"runnin6mpg"	"2012-12-31 01:14:06"
"285554200266543104"	"I was on a plane to Vietnam exactly two years ago...."	"tramnguyen_"	"2012-12-31 01:13:21"
"285554070318632960"	"Widow pleads for return of #medals http://t.co/mDpkKWZ2"	"judithkerr1"	"2012-12-31 01:12:50"
"285553953574363136"	"Some 2012 memories #taylorswift #Vietnam #cambodia #ZacEfron #speaknowtour #2012memories #picstitch http://t.co/FbH664XD"	"stephrogerson11"	"2012-12-31 01:12:22"
"285553937673764865"	"RT @OfficialKimlee: Good Morning Vietnam 🐓 @ Da Nang, Vietnam http://t.co/DznlaU1m"	"Robert_Reitman"	"2012-12-31 01:12:18"
"285553602582417408"	"vietnam shopping http://t.co/rwAvhI0C"	"starsnfireworks"	"2012-12-31 01:10:58"
"285553364727640065"	"@quandeezy hope you are having a blast in Vietnam 😚👲👘🐷🚣"	"nikolaspatel"	"2012-12-31 01:10:02"
"285553306728800256"	"Vietnam next summer?"	"LewisBolton"	"2012-12-31 01:09:48"
"285552928767496192"	"Amerasian teenagers/Saigon Vietnam Copyright Sebastian Rich/All rights reserved http://t.co/dm1B21Lk"	"SebastianRich1"	"2012-12-31 01:08:18"
"285552677029543936"	"VN: Prevent Eviction of the Vietnam Bear Rescue Centre ! PLEASE ...: Prevent Eviction of the Vietnam Bear Rescue... http://t.co/pXtrb7sq"	"PairsonnalitesA"	"2012-12-31 01:07:18"
"285552673904803840"	"VN: Cambodia-Vietnam trade, investment see marked rises in 2012: Cambodia-Vietnam trade, investment see marked rises... http://t.co/S1DzXvx3"	"PairsonnalitesA"	"2012-12-31 01:07:17"
"285552626588872705"	"Vietnam Vets Tribute Bike ........ do you think it's road legal !!!! http://t.co/2BsQbQ0J"	"John_Rice__"	"2012-12-31 01:07:06"
"285552626320429056"	"After today, #Vietnam's deputy foreign minister Le Luong Minh to take #ASEAN Sec-Gen post after Thailand's Surin Pitsuwan for next 5yrs"	"Juarawee"	"2012-12-31 01:07:06"
"285552589167267841"	"RT @MJ_GOP: MT @JohnCornyn: Chuck Hagel voted for the Iraq war, then called the surge 'the most dangerous foreign policy blunder...since Vietnam.'""	"buberzionist"	"2012-12-31 01:06:57"
"285552226301272064"	"Better to die than to live on with a bad reputation.  Proverbs from Vietnam"	"clemk52"	"2012-12-31 01:05:30"
"285552204465713152"	"RT @LMFAoSusie: Drunk dad: "I need you to drive me to Vietnam." Me:" I cant, theres an ocean in the way." Dad:" No, its ok. I taught my car how to swim." xD"	"Black_Knight_7"	"2012-12-31 01:05:25"
